x,n,error(log10)
0.8828125,512,-8.22726811628312664921e2
0.88671875,16,-2.46896530248385606359e1
0.88671875,32,-5.03920985637158569118e1
0.88671875,64,-1.01788347858845615928e2
0.88671875,128,-2.04576528699372859082e2
0.88671875,256,-4.10150731896922353594e2
0.88671875,512,-8.21298059099147500490e2
0.890625,16,-2.46465981827382808768e1
0.890625,32,-5.03046018701391084038e1
0.890625,64,-1.01611954647842050229e2
0.890625,128,-2.04222336065112812620e2
0.890625,256,-4.09440937224291815872e2
0.890625,512,-8.19877058754139881552e2
0.89453125,16,-2.46037761095297339481e1
0.89453125,32,-5.02175781613260880131e1
0.89453125,64,-1.01436514870417801267e2
0.89453125,128,-2.03870057770620165337e2
0.89453125,256,-4.08734978708085880388e2
0.89453125,512,-8.18463738201012111629e2
0.8984375,16,-2.45611846405336123975e1
0.8984375,32,-5.01310230385089818423e1
0.8984375,64,-1.01262019659562896626e2
0.8984375,128,-2.03519676012368063307e2
0.8984375,256,-4.08032820671727648900e2
0.8984375,512,-8.17058026017079063328e2
0.90234375,16,-2.45188216399401157508e1
0.90234375,32,-5.00449321615869819767e1
0.90234375,64,-1.01088460266529765921e2
0.90234375,128,-2.03171173224283045475e2
0.90234375,256,-4.07334427914475697070e2
0.90234375,512,-8.15659851732255294873e2
0.90625,16,-2.44766850003051556537e1
0.90625,32,-4.99593012481024764691e1
0.90625,64,-1.00915828058769397158e2
0.90625,128,-2.02824532073601131117e2
0.90625,256,-4.06639765703120023275e2
0.90625,512,-8.14269145812430721247e2
0.91015625,16,-2.44347726420574409051e1
0.91015625,32,-4.98741260722393497201e1
0.91015625,64,-1.00744114517912064526e2
0.91015625,128,-2.02479735456813400828e2
0.91015625,256,-4.05948799763857335194e2
0.91015625,512,-8.12885839643205311521e2
0.9140625,16,-2.43930825130161623035e1
0.9140625,32,-4.97894024638428240655e1
0.9140625,64,-1.00573311237791480227e2
0.9140625,128,-2.02136766495698767215e2
0.9140625,256,-4.05261496274341057394e2
0.9140625,512,-8.11509865513973569864e2
0.91796875,16,-2.43516125879190055907e1
0.91796875,32,-4.97051263074602903812e1
0.91796875,64,-1.00403409922511257194e2
0.91796875,128,-2.01795608533441700236e2
0.91796875,256,-4.04577821855901581128e2
0.91796875,512,-8.10141156602349833837e2
0.921875,16,-2.43103608679602288657e1
0.921875,32,-4.96212935414025919488e1
0.921875,64,-1.00234402384552602682e2
0.921875,128,-2.01456245130832738664e2
0.921875,256,-4.03897743565932410747e2
0.921875,512,-8.08779646958925690310e2
0.92578125,16,-2.42693253803385486465e1
0.92578125,32,-4.95379001568252416911e1
0.92578125,64,-1.00066280542922194710e2
0.92578125,128,-2.01118660062549683372e2
0.92578125,256,-4.03221228890437989888e2
0.92578125,512,-8.07425271492351067060e2
0.9296875,16,-2.42285041778145863064e1
0.9296875,32,-4.94549421968290682272e1
0.9296875,64,-9.98990364213392242406e1
0.9296875,128,-2.00782837313517430213e2
0.9296875,256,-4.02548245736739114974e2
0.9296875,512,-8.06077965954730807139e2
0.93359375,16,-2.41878953382776339039e1
0.93359375,32,-4.93724157555798010136e1
0.93359375,64,-9.97326621464606158699e1
0.93359375,128,-2.00448761075344460260e2
0.93359375,256,-4.01878762426331963806e2
0.93359375,512,-8.04737666927328773757e2
0.9375,16,-2.41474969643215054747e1
0.9375,32,-4.92903169774461191686e1
0.9375,64,-9.95671499461434686662e1
0.9375,128,-2.00116415742834063169e2
0.9375,256,-4.01212747687896883186e2
0.9375,512,-8.03404311806571766084e2
0.94140625,16,-2.41073071828292466696e1
0.94140625,32,-4.92086420561557024241e1
0.94140625,64,-9.94024921477437867359e1
0.94140625,128,-1.99785785910568425459e2
0.94140625,256,-4.00550170650453191901e2
0.94140625,512,-8.02077838790345751225e2
0.9453125,16,-2.40673241445664822098e1
0.9453125,32,-4.91273872339688360387e1
0.9453125,64,-9.92386811764505960694e1
0.9453125,128,-1.99456856369563769739e2
0.9453125,256,-3.99891000836656363946e2
0.9453125,512,-8.00758186864577135101e2
0.94921875,16,-2.40275460237831870049e1
0.94921875,32,-4.90465488008691344587e1
0.94921875,64,-9.90757095536545703327e1
0.94921875,128,-1.99129612103994783284e2
0.94921875,256,-3.99235208156234061953e2
0.94921875,512,-7.99445295790092005188e2
0.953125,16,-2.39879710178236729385e1
0.953125,32,-4.89661230937709610306e1
0.953125,64,-9.89135698953503135119e1
0.953125,128,-1.98804038287986625090e2
0.953125,256,-3.98582762899557592320e2
0.953125,512,-7.98139106089746481442e2
0.95703125,16,-2.39485973467445892885e1
0.95703125,32,-4.88861064957431331869e1
0.95703125,64,-9.87522549105714717368e1
0.95703125,128,-1.98480120282472849524e2
0.95703125,256,-3.97933635731345451804e2
0.95703125,512,-7.96839559035821508417e2
0.9609375,16,-2.39094232529407405151e1
0.9609375,32,-4.88064954352485142433e1
0.9609375,64,-9.85917573998578702312e1
0.9609375,128,-1.98157843632117632156e2
0.9609375,256,-3.97287797684495730397e2
0.9609375,512,-7.95546596637675611875e2
0.96484375,16,-2.38704470007785307277e1
0.96484375,32,-4.87272863853991042816e1
0.96484375,64,-9.84320702537538941947e1
0.96484375,128,-1.97837194062300729223e2
0.96484375,256,-3.96645220154044227252e2
0.96484375,512,-7.94260161629649327265e2
0.96875,16,-2.38316668762368495400e1
0.96875,32,-4.86484758632262535662e1
0.96875,64,-9.82731864513373545347e1
0.96875,128,-1.97518157476163646591e2
0.96875,256,-3.96005874891245225401e2
0.96875,512,-7.92980197459215185629e2
0.97265625,16,-2.37930811865552192496e1
0.97265625,32,-4.85700604289656325577e1
0.97265625,64,-9.81150990587781007728e1
0.97265625,128,-1.97200719951715537062e2
0.97265625,256,-3.95369733997771957173e2
0.97265625,512,-7.91706648275367314876e2
0.9765625,16,-2.37546882598890283321e1
0.9765625,32,-4.84920366853566028671e1
0.9765625,64,-9.79578012279256641661e1
0.9765625,128,-1.96884867738997386460e2
0.9765625,256,-3.94736769920033875519e2
0.9765625,512,-7.90439458917244881260e2
0.98046875,16,-2.37164864449716811381e1
0.98046875,32,-4.84144012769556434376e1
0.98046875,64,-9.78012861949252341406e1
0.98046875,128,-1.96570587257303089204e2
0.98046875,256,-3.94106955443607927200e2
0.98046875,512,-7.89178574902983757429e2
0.984375,16,-2.36784741107834984184e1
0.984375,32,-4.83371508894634958794e1
0.984375,64,-9.76455472788612905483e1
0.984375,128,-1.96257865092456053071e2
0.984375,256,-3.93480263687781101874e2
0.984375,512,-7.87923942418790959857e2
0.98828125,16,-2.36406496462272078953e1
0.98828125,32,-4.82602822490657022050e1
0.98828125,64,-9.74905778804282330652e1
0.98828125,128,-1.95946687994140010587e2
0.98828125,256,-3.92856668100201606807e2
0.98828125,512,-7.86675508308236549856e2
0.9921875,16,-2.36030114598098685386e1
0.9921875,32,-4.81837921217862172469e1
0.9921875,64,-9.73363714806273672501e1
0.9921875,128,-1.95637042873282751049e2
0.9921875,256,-3.92236142451636090181e2
0.9921875,512,-7.85433220061757839103e2
0.99609375,16,-2.35655579793310765136e1
0.99609375,32,-4.81076773128537867877e1
0.99609375,64,-9.71829216394896244261e1
0.99609375,128,-1.95328916799491522605e2
0.99609375,256,-3.91618660830830406906e2
0.99609375,512,-7.84197025806370882611e2
1,16,-2.35282876515773049345e1
1,32,-4.80319346660807909053e1
1,64,-9.70302219948234096212e1
1,128,-1.95022296998538888097e2
1,256,-3.91004197639471489618e2
1,512,-7.82966874295584379721e2
